iter	RMSE
213	25.42678892
214	25.40669733
215	25.38693347
216	25.36734326
217	25.3478367
218	25.32856758
219	25.30943873
220	25.06720575
221	25.04805241
222	25.02561283
223	25.00699044
224	24.9885037
225	24.97019261
226	24.94865783
227	24.93056455
228	24.9125578
229	24.89469758
230	24.87698065
231	24.85940567
232	24.84188133
233	24.82442601
234	24.80150336
235	24.43969213
236	24.42213909
237	24.4048238
238	24.38766252
239	24.37056901
240	24.35366924
241	24.33691086
242	24.31497747
243	24.29838382
244	24.03366054
245	24.01714793
246	23.99919339
247	23.98304798
248	23.96696353
249	23.95098831
250	23.93517867
251	23.916606
252	23.90093214
253	23.88532528
254	23.86979698
255	23.85439103
256	23.83906162
257	23.82379412
258	23.80859811
259	23.79346731
260	23.77841291
261	23.73594132
262	23.72100229
263	23.70612927
264	23.42977824
265	23.41492254
266	23.40020578
267	23.38561623
268	23.37120635
269	23.35690445
270	23.34125815
271	23.32713371
272	23.31309743
273	23.29919209
274	23.285359
275	23.27158432
276	23.25790266
277	23.24427076
278	23.12622071
279	23.11264798
280	23.0992417
281	22.85693536
282	22.84419823
283	22.59995968
284	22.58647928
285	22.57316128
286	22.55993862
287	22.3760837
288	22.1354728
289	21.98778184
290	21.9750529
291	21.96178669
292	21.77845304
293	21.76527265
294	21.75224331
295	21.73846647
296	21.72567882
297	21.71297004
298	21.51105402
299	21.49833874
300	21.48573731
301	21.47364739
302	21.45596976
303	21.44354984
304	21.43122403
305	21.41900084
306	21.32677855
307	21.31455021
308	21.30252674
309	21.29058263
310	21.27870948
311	21.26308001
312	21.25135398
313	21.16834005
314	21.1566851
315	21.14508796
316	21.13356186
317	21.12212418
318	21.11080554
319	21.09954554
320	21.0835157
321	21.07230873
322	20.96394983
323	20.95330992
324	20.94222143
325	20.9312759
326	20.9204362
327	20.9096502
328	20.89544977
329	20.70284971
330	20.69193094
331	20.68118747
332	20.67060357
333	20.66004608
334	20.52953449
335	20.34863295
336	20.33791535
337	20.32738606
338	20.31691025
339	20.30648693
340	20.29285794
341	20.12092746
342	20.11051085
343	20.05142688
344	20.04102438
345	20.03108046
346	20.02090513
347	20.01077922
348	19.87966823
349	19.85456122
350	19.84431647
351	19.83415642
352	19.82407639
353	19.81046296
354	19.80053214
355	19.79061953
356	19.780739
357	19.77091001
358	19.76110355
359	19.75135906
360	19.74172929
361	19.73212372
362	19.72253926
363	19.70666803
364	19.69711293
365	19.68759714
366	19.6781187
367	19.66870286
368	19.65936925
369	19.62608333
370	19.61676061
371	19.60746791
372	19.59819963
373	19.58897285
374	19.57977776
375	19.5706277
376	19.55567958
377	19.54659088
378	19.53755396
379	19.52854289
380	19.51954573
381	19.51059508
382	19.50166975
383	19.49306646
384	19.4842449
385	19.47546894
386	19.46672034
387	19.45798752
388	19.44927388
389	19.44059188
390	19.42880817
391	19.42014374
392	19.41151476
393	19.40293787
394	19.28549182
395	19.27690655
396	19.26835609
397	19.25982936
398	19.25131546
399	19.24283441
400	19.23438277
401	19.22596881
402	19.21763885
403	19.20312707
404	19.14834621
405	19.14001402
406	19.13171556
407	19.12372698
408	19.11548608
409	19.10729521
410	19.09916839
411	19.09108504
412	19.08303014
413	19.074998
414	19.06697708
415	19.05898649
416	19.05103256
417	19.04339427
418	19.03279044
419	19.02491133
420	18.8381076
421	18.83036736
422	18.81148853
423	18.80359179
424	18.79576377
425	18.78796756
426	18.78021728
427	18.77249196
428	18.76479689
429	18.75712568
430	18.74949528
431	18.74189925
432	18.73432449
433	18.72676698
434	18.69644896
435	18.68892498
436	18.68142474
437	18.67396838
438	18.66653791
439	18.659135
440	18.65174853
441	18.64438061
442	18.63701981
443	18.62966814
444	18.61743677
445	18.61009748
446	18.60279751
447	18.59551729
448	18.58827306
449	18.58105924
450	18.57385425
451	18.56667215
452	18.55950237
453	18.55234285
454	18.5451961
455	18.48596502
456	18.47880908
457	18.47168156
458	18.46459165
459	18.45752898
460	18.27019364
461	18.26297236
462	18.25584938
463	18.24881634
464	18.24182828
465	18.09644716
466	18.08961233
467	18.08263242
468	18.07081651
469	18.06425487
470	18.05736282
471	18.05049904
472	17.97994622
473	17.97304548
474	17.96661712
475	17.95983706
476	17.95307371
477	17.94631763
478	17.93997287
479	17.93326853
480	17.92658289
481	17.9199157
482	17.91326548
483	17.90663492
484	17.90002113
485	17.88922608
486	17.72493621
487	17.70515389
488	17.69847069
489	17.69184006
490	17.68524798
491	17.67868806
492	17.67216069
493	17.66564645
494	17.65914924
495	17.47926176
496	17.44654689
497	17.43988337
498	17.43333381
499	17.42683936
500	17.4203744
501	17.35972884
502	17.35361475
503	17.34720004
504	17.34082845
505	17.3345067
506	17.24573865
507	17.23942346
508	17.23314518
509	17.22688724
510	17.22065278
511	17.21443491
512	17.20823171
513	17.2020546
514	17.19589858
515	17.18978101
516	17.18369754
517	17.17763189
518	17.03433397
519	17.02816606
520	17.02208589
521	17.01603707
522	17.01000415
523	17.00400011
524	16.99413086
525	16.9881478
526	16.98217733
527	16.97622808
528	16.97029589
529	16.96439798
530	16.95851265
531	16.84843771
532	16.84250719
533	16.83661575
534	16.83073944
535	16.68594992
536	16.67997364
537	16.67406248
538	16.6682147
539	16.66241401
540	16.64610225
541	16.64049759
542	16.63473836
543	16.62899357
544	16.47771892
545	16.44227901
546	16.43666864
547	16.43090457
548	16.42517609
549	16.41948798
550	16.41382452
551	16.38861131
552	16.3829409
553	16.37730702
554	16.37169
555	16.36610415
556	16.36052471
557	16.35496574
558	16.34942071
559	16.34390603
560	16.33841003
561	16.33293234
562	16.32747774
563	16.3220311
564	16.31660371
565	16.30005797
566	16.2946392
567	16.28923337
568	16.28041952
569	16.27502696
570	16.26964937
571	16.26429841
572	16.2589595
573	16.25363394
574	16.24832825
575	16.24304069
576	16.2377663
577	16.23250669
578	16.22725316
579	16.22201003
580	16.21677995
581	16.21156225
582	16.20636213
583	16.20118265
584	16.19601101
585	16.19101569
586	16.18586823
587	16.17779927
588	16.02840838
589	16.00547618
590	16.00025779
591	15.99499345
592	15.88137785
593	15.87613214
594	15.86947354
595	15.86426641
596	15.85909051
597	15.85394305
598	15.84880999
599	15.74188246
600	15.73669543
601	15.73158706
602	15.72648913
603	15.72140071
604	15.71632551
605	15.71127143
606	15.70624733
607	15.70123529
608	15.57338608
609	15.5683135
610	15.5590035
611	15.55399646
612	15.43660705
613	15.43152012
614	15.42650433
615	15.42152574
616	15.41658698
617	15.41167632
618	15.40677939
619	15.40191677
620	15.39706039
621	15.39222044
622	15.38740248
623	15.38260042
624	15.37781356
625	15.2695062
626	15.26464286
627	15.25983384
628	15.25503739
629	15.2502483
630	15.23591317
631	15.23114738
632	15.22640247
633	15.22166238
634	15.21694033
635	15.2122279
636	15.2076893
637	15.20300769
638	15.19833262
639	15.19367054
640	15.18901487
641	15.18436021
642	15.17971713
643	15.1750956
644	15.16684685
645	15.16223134
646	15.15763306
647	15.15304463
648	15.14846388
649	15.14389349
650	15.13932874
651	15.134787
652	15.13025204
653	15.12589607
654	15.12137833
655	15.11686607
656	15.11235325
657	15.10786288
658	14.99398635
659	14.92953527
660	14.92494513
661	14.92043246
662	14.91594084
663	14.90639813
664	14.90191824
665	14.89744757
666	14.89298272
667	14.88853553
668	14.88409924
669	14.87967999
670	14.87527106
671	14.77853217
672	14.77404417
673	14.6487336
674	14.64422964
675	14.63977842
676	14.63534188
677	14.63092888
678	14.62653021
679	14.62214969
680	14.61777818
681	14.61341291
682	14.6090555
683	14.60471434
684	14.60038631
685	14.59607458
686	14.59177256
687	14.58747813
688	14.58319801
689	14.57892636
690	14.57466618
691	14.56536621
692	14.56111641
693	14.55687523
694	14.55263708
695	14.54840734
696	14.54418782
697	14.53998046
698	14.5357824
699	14.53159824
700	14.52660659
701	14.52243433
702	14.51827163
703	14.51412241
704	14.5099795
705	14.50584743
706	14.50172368
707	14.49760873
708	14.49349856
709	14.4893931
710	14.4852942
711	14.48120516
712	14.47712329
713	14.39942646
714	14.3953082
715	14.29340939
716	14.28925586
717	14.28513505
718	14.28102956
719	14.27694614
720	14.26352427
721	14.25944156
722	14.25536702
723	14.25130495
724	14.24725291
725	14.24321359
726	14.23918125
727	14.23252931
728	14.22850764
729	14.2244959
730	14.22049663
731	14.13458347
732	14.13047501
733	14.12642368
734	14.12240553
735	14.11841018
736	14.11442653
737	14.11045535
738	14.10649477
739	14.10254488
740	14.09860293
741	14.09466773
742	14.09074758
743	14.0868367
744	14.08293718
745	14.07905316
746	14.07421944
747	13.99436911
748	13.99037218
749	13.98645047
750	13.9825612
751	13.97867745
752	13.87043412
753	13.86643196
754	13.86250474
755	13.85861393
756	13.85473368
757	13.77514478
758	13.77119247
759	13.76728346
760	13.76340163
761	13.7595394
762	13.75569528
763	13.75186856
764	13.74805247
765	13.74424621
766	13.74044612
767	13.73678563
768	13.73300164
769	13.7292278
770	13.72546384
771	13.72172099
772	13.71798722
773	13.71426462
774	13.71054847
775	13.70684106
776	13.70314094
777	13.6994473
778	13.69575992
779	13.69207669
780	13.68840147
781	13.68473206
782	13.68106534
783	13.67741166
784	13.67376545
785	13.6701332
786	13.6665132
787	13.66290061
788	13.65929496
789	13.65569887
790	13.65210826
791	13.6485218
792	13.5832692
793	13.57959035
794	13.57596395
795	13.57236783
796	13.5687832
797	13.56520946
798	13.56166438
799	13.55555857
800	13.55202523
801	13.54849934
802	13.54498096
803	13.54146957
804	13.53796478
805	13.4883686
806	13.48483316
807	13.48132775
808	13.47783711
809	13.47435261
810	13.47087651
811	13.46741407
812	13.39474925
813	13.39125627
814	13.38778492
815	13.38433438
816	13.32585615
817	13.32228087
818	13.31879584
819	13.31534413
820	13.24359068
821	13.24013422
822	13.23669311
823	13.2332688
824	13.22985373
825	13.22644414
826	13.22303935
827	13.21965419
828	13.21627753
829	13.21290809
830	13.20955133
831	13.20620366
832	13.20286636
833	13.19953781
834	13.10085924
835	13.02429959
836	13.02087479
837	13.01748625
838	13.01410935
839	13.01074808
840	13.00740355
841	12.94978045
842	12.94639213
843	12.94304391
844	12.93970851
845	12.93638599
846	12.93307633
847	12.92978647
848	12.92651571
849	12.92325503
850	12.83419508
851	12.83082365
852	12.82751318
853	12.81999938
854	12.81671738
855	12.8134477
856	12.81018611
857	12.80693294
858	12.80369273
859	12.80046855
860	12.79725652
861	12.79405782
862	12.79086598
863	12.78767996
864	12.78450564
865	12.78133568
866	12.77817245
867	12.77501435
868	12.7718622
869	12.76871986
870	12.76558972
871	12.76246735
872	12.75935251
873	12.75624557
874	12.75314607
875	12.7500534
876	12.6736977
877	12.67058283
878	12.66747903
879	12.66438235
880	12.61841858
881	12.6152979
882	12.61219852
883	12.60911061
884	12.60603356
885	12.60297087
886	12.5999138
887	12.5968643
888	12.55636645
889	12.5532752
890	12.55021475
891	12.54716358
892	12.54411763
893	12.54107642
894	12.53805125
895	12.53347194
896	12.53045686
897	12.52744851
898	12.52444716
899	12.52144958
900	12.51845643
901	12.5154672
902	12.51248174
903	12.50950452
904	12.50653369
905	12.50356546
906	12.49566497
907	12.49270039
908	12.489741
909	12.48678408
910	12.4838288
911	12.48087747
912	12.47793845
913	12.47501458
914	12.47209262
915	12.46918084
916	12.46627165
917	12.45937096
918	12.45646451
919	12.45356134
920	12.45066127
921	12.44776726
922	12.44488027
923	12.44199766
924	12.39350336
925	12.39059251
926	12.38769588
927	12.3848093
928	12.38192917
929	12.37905613
930	12.37619042
931	12.37332547
932	12.37047037
933	12.36609721
934	12.36324701
935	12.36040247
936	12.35756593
937	12.3547357
938	12.3519098
939	12.31210673
940	12.30926362
941	12.30643282
942	12.25808168
943	12.2551543
944	12.25229551
945	12.24946997
946	12.24542485
947	12.2426081
948	12.18998643
949	12.1871433
950	12.13666438
951	12.13378796
952	12.13093553
953	12.12809623
954	12.12527273
955	12.12245906
956	12.11965221
957	12.11685461
958	12.11406361
959	12.1112769
960	12.10849534
961	12.10572513
962	12.10296278
963	12.10020549
964	12.0974513
965	12.09469948
966	12.09195431
967	12.08921546
968	12.08511811
969	12.08238565
970	12.07965967
971	12.07693507
972	12.07421967
973	12.07150902
974	12.0651234
975	12.062415
976	12.05970943
977	12.0570083
978	12.05431371
979	12.05162501
980	12.04894619
981	12.02829016
982	12.02560428
983	11.99146183
984	11.98874142
985	11.98605538
986	11.94174834
987	11.9390277
988	11.93633157
989	11.93364803
990	11.93097006
991	11.92830162
992	11.92564001
993	11.92298581
994	11.85058965
995	11.84790472
996	11.845247
997	11.84260262
998	11.83996579
999	11.83733157
3949361
999	12.53676576
